# target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc
GVMAG-S-1096109-37|1096109_contig_460_1	-	582	OG771	-	369	1.74e-21	70.1	0.1	1	5	9.30e-06	1.75e-03	10.8	0.0	4	84	13	97	11	113	0.90
GVMAG-S-1096109-37|1096109_contig_460_1	-	582	OG771	-	369	1.74e-21	70.1	0.1	2	5	3.99e-06	7.50e-04	12.0	0.0	152	184	187	219	165	224	0.90
GVMAG-S-1096109-37|1096109_contig_460_1	-	582	OG771	-	369	1.74e-21	70.1	0.1	3	5	1.01e-09	1.90e-07	23.9	0.0	190	269	300	385	292	394	0.90
GVMAG-S-1096109-37|1096109_contig_460_1	-	582	OG771	-	369	1.74e-21	70.1	0.1	4	5	3.66e-07	6.87e-05	15.4	0.0	266	341	414	485	397	494	0.90
GVMAG-S-1096109-37|1096109_contig_460_1	-	582	OG771	-	369	1.74e-21	70.1	0.1	5	5	1.19e-02	2.23e+00	0.6	0.2	346	365	559	578	518	580	0.90
GVMAG-S-1096109-37|1096109_contig_156_13	-	210	OG774	-	170	1.30e-63	207.7	2.4	1	2	6.99e-66	1.31e-63	207.7	1.0	4	157	2	157	2	170	0.90
GVMAG-S-1096109-37|1096109_contig_156_13	-	210	OG774	-	170	1.30e-63	207.7	2.4	2	2	7.09e-02	1.33e+01	-0.6	0.0	145	170	185	210	155	210	0.90
GVMAG-S-1096109-37|1096109_contig_575_9	-	212	OG800	-	170	3.21e-28	92.1	0.0	1	2	1.26e-03	2.38e-01	4.7	0.0	4	24	3	23	2	44	0.90
GVMAG-S-1096109-37|1096109_contig_575_9	-	212	OG800	-	170	3.21e-28	92.1	0.0	2	2	1.61e-28	3.03e-26	85.7	0.0	50	170	78	206	73	207	0.90
GVMAG-S-1096109-37|1096109_contig_370_5	-	175	OG8381	-	191	9.21e-15	48.4	1.7	1	1	1.21e-16	1.14e-14	48.1	1.7	134	186	85	136	35	140	0.90
GVMAG-S-1096109-37|1096109_contig_156_11	-	116	OG8381	-	191	1.88e-08	27.8	8.5	1	1	2.00e-10	1.88e-08	27.8	8.5	141	189	5	55	2	58	0.90
GVMAG-S-1096109-37|1096109_contig_155_18	-	1202	OG875	-	455	6.09e-96	315.5	16.7	1	6	5.76e-17	5.41e-15	48.6	0.1	2	59	2	60	2	93	0.90
GVMAG-S-1096109-37|1096109_contig_155_18	-	1202	OG875	-	455	6.09e-96	315.5	16.7	2	6	1.16e-02	1.09e+00	1.5	0.0	52	105	152	205	135	214	0.90
GVMAG-S-1096109-37|1096109_contig_155_18	-	1202	OG875	-	455	6.09e-96	315.5	16.7	3	6	2.64e-03	2.48e-01	3.6	0.0	248	304	312	380	283	384	0.90
GVMAG-S-1096109-37|1096109_contig_155_18	-	1202	OG875	-	455	6.09e-96	315.5	16.7	4	6	2.73e-05	2.57e-03	10.1	0.1	156	205	391	449	384	471	0.90
GVMAG-S-1096109-37|1096109_contig_155_18	-	1202	OG875	-	455	6.09e-96	315.5	16.7	5	6	1.31e-01	1.23e+01	-2.0	0.1	215	302	760	858	746	859	0.90
GVMAG-S-1096109-37|1096109_contig_155_18	-	1202	OG875	-	455	6.09e-96	315.5	16.7	6	6	1.46e-79	1.38e-77	255.0	4.8	273	456	1019	1201	982	1201	0.90
GVMAG-S-1096109-37|1096109_contig_155_15	-	953	OG875	-	455	1.11e-89	294.8	21.9	1	3	1.32e-12	1.24e-10	34.2	0.0	3	56	13	67	12	80	0.90
GVMAG-S-1096109-37|1096109_contig_155_15	-	953	OG875	-	455	1.11e-89	294.8	21.9	2	3	2.62e-11	2.47e-09	30.0	1.4	109	273	326	524	312	532	0.90
GVMAG-S-1096109-37|1096109_contig_155_15	-	953	OG875	-	455	1.11e-89	294.8	21.9	3	3	1.01e-73	9.46e-72	235.7	10.7	288	456	783	952	714	952	0.90
GVMAG-S-1096109-37|1096109_contig_156_20	-	166	OG884	-	118	1.45e-35	115.8	1.8	1	1	1.87e-37	1.76e-35	115.6	1.8	6	117	44	156	14	158	0.90
GVMAG-S-1096109-37|1096109_contig_1169_9	-	156	OG884	-	118	6.61e-32	104.0	0.0	1	1	8.13e-34	7.64e-32	103.8	0.0	8	106	30	129	9	141	0.90
GVMAG-S-1096109-37|1096109_contig_1116_2	-	191	OG901	-	237	6.55e-22	71.7	8.4	1	1	6.91e-24	1.30e-21	70.7	8.4	2	185	2	181	2	183	0.90
GVMAG-S-1096109-37|1096109_contig_575_5	-	249	OG920	-	220	3.84e-67	219.8	0.4	1	1	4.44e-69	4.17e-67	219.7	0.4	5	212	10	247	2	249	0.90
GVMAG-S-1096109-37|1096109_contig_156_18	-	537	OG920	-	220	2.87e-19	63.3	12.3	1	3	3.94e-01	3.70e+01	-2.5	0.5	29	66	123	157	84	168	0.90
GVMAG-S-1096109-37|1096109_contig_156_18	-	537	OG920	-	220	2.87e-19	63.3	12.3	2	3	3.47e-01	3.27e+01	-2.3	0.0	47	70	249	270	214	302	0.90
GVMAG-S-1096109-37|1096109_contig_156_18	-	537	OG920	-	220	2.87e-19	63.3	12.3	3	3	3.05e-21	2.87e-19	63.3	12.3	13	210	316	512	281	522	0.90
GVMAG-S-1096109-37|1096109_contig_155_8	-	324	OG9378	-	163	2.22e-06	20.8	0.0	1	1	1.83e-08	3.44e-06	20.2	0.0	30	139	19	136	5	151	0.90
GVMAG-S-1096109-37|1096109_contig_802_10	-	1000	OG9514	-	199	8.25e-01	3.1	14.2	1	2	3.05e-01	5.72e+01	-2.9	0.1	2	200	15	67	15	67	0.90
GVMAG-S-1096109-37|1096109_contig_802_10	-	250	OG9514	-	199	8.25e-01	3.1	14.2	2	2	4.10e-04	7.71e-02	6.4	9.7	73	107	141	174	130	226	0.90
GVMAG-S-1096109-37|1096109_contig_153_2	-	119	OG955	-	117	9.96e-34	109.6	16.2	1	1	5.78e-36	1.09e-33	109.4	16.2	2	117	2	118	2	119	0.90
GVMAG-S-1096109-37|1096109_contig_155_8	-	324	OG960	-	152	5.12e-07	23.1	0.0	1	1	4.53e-09	8.51e-07	22.4	0.0	16	126	18	137	6	148	0.90
GVMAG-S-1096109-37|1096109_contig_156_3	-	223	OG965	-	191	1.89e-45	149.1	4.0	1	1	2.33e-47	2.19e-45	148.9	4.0	6	190	3	212	2	214	0.90
GVMAG-S-1096109-37|1096109_contig_153_9	-	184	OG965	-	191	8.50e-09	29.5	0.1	1	1	1.15e-10	1.09e-08	29.2	0.1	7	119	34	152	30	178	0.90
GVMAG-S-1096109-37|1096109_contig_460_9	-	474	OG975	-	437	1.20e-136	449.5	2.1	1	1	1.71e-138	1.61e-136	449.1	2.1	3	434	6	468	5	472	0.90
GVMAG-S-1096109-37|1096109_contig_156_7	-	531	OG975	-	437	1.25e-21	70.5	4.5	1	3	1.77e-08	1.66e-06	20.6	0.0	57	87	73	103	33	130	0.90
GVMAG-S-1096109-37|1096109_contig_156_7	-	531	OG975	-	437	1.25e-21	70.5	4.5	2	3	2.46e-02	2.31e+00	0.4	0.0	222	249	266	293	254	299	0.90
GVMAG-S-1096109-37|1096109_contig_156_7	-	531	OG975	-	437	1.25e-21	70.5	4.5	3	3	1.89e-16	1.78e-14	46.9	2.5	256	306	328	383	322	388	0.90
GVMAG-S-1096109-37|1096109_contig_155_22	-	577	OG9	-	387	1.09e-03	11.2	0.6	1	2	5.67e-05	1.07e-02	8.0	0.1	38	69	168	197	160	218	0.90
GVMAG-S-1096109-37|1096109_contig_155_22	-	577	OG9	-	387	1.09e-03	11.2	0.6	2	2	6.02e-03	1.13e+00	1.3	0.1	139	185	239	287	201	292	0.90
