marker_id	majority_annotation	majority_count	total_proteins
OG23570	MORN repeat [PFAM:F-box-like;MORN repeat;Pentapeptide repeats (8 copies)]	3	5
OG23571	Ankyrin repeat [PFAM:Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	4	10
OG23574	F-box domain [PFAM:F-box-like]	4	7
OG23575	Collagen triple helix repeat [PFAM:Collagen triple helix repeat (20 copies)]	3	4
OG23576	Trimeric LpxA-like superfamily	1	1
OG23577	consensus disorder prediction	5	5
OG23580	F-box-like domain superfamily	3	4
OG23581	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	2
OG23582	consensus disorder prediction	5	5
OG23583	consensus disorder prediction	4	4
OG23584	consensus disorder prediction	6	6
OG23585	Protein of unknown function DUF5849 [PFAM:Family of unknown function (DUF5849)]	4	4
OG23586	Ankyrin repeat-containing domain superfamily	3	4
OG23587	consensus disorder prediction	4	4
OG23588	consensus disorder prediction	1	1
OG23589	consensus disorder prediction	3	3
OG23590	consensus disorder prediction	3	3
OG23591	consensus disorder prediction	3	3
OG23592	consensus disorder prediction	5	5
OG23593	F-box-like domain superfamily	4	5
OG23594	consensus disorder prediction	5	5
OG23611	P-loop containing nucleoside triphosphate hydrolase [PFAM:SNF2-related domain]	4	8
OG23612	Bacteriophage/plasmid primase, P4, C-terminal [PFAM:D5 N terminal like]	1	2
OG23614	Cyclin-like superfamily	2	3
OG23615	ERV/ALR sulfhydryl oxidase domain [PFAM:Erv1 / Alr family]	2	5
OG23621	F-box-like domain superfamily	2	6
OG23624	F-box domain [PFAM:F-box-like]	4	5
OG23625	Protein of unknown function DUF5879 [PFAM:Family of unknown function (DUF5879)]	4	4
OG23626	PDZ domain [PFAM:Trypsin-like peptidase domain]	1	1
OG23627	consensus disorder prediction	1	1
OG23628	Protein of unknown function DUF5768 [PFAM:Family of unknown function (DUF5768)]	5	5
OG23674	consensus disorder prediction	2	2
OG23692	Ankyrin repeat [PFAM:Ankyrin repeat;Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	39	145
OG23697	Double-stranded RNA-binding domain [PFAM:Double-stranded RNA binding motif]	5	10
OG237	mRNA triphosphatase Cet1-like superfamily [PFAM:mRNA capping enzyme, beta chain]	48	100
OG23704	consensus disorder prediction	7	7
OG23719	Ribonuclease H superfamily	2	7
OG2372	Coil	3	5
OG2375	consensus disorder prediction	5	5
OG23753	consensus disorder prediction	1	1
OG238	Prim-pol 4 [PFAM:Prim-pol 4]	23	73
OG23827	consensus disorder prediction	2	2
OG23858	JmjC domain [PFAM:Cupin-like domain]	5	7
OG23895	consensus disorder prediction	6	6
OG2391	DNA polymerase family X [PFAM:DNA polymerase beta palm;DNA polymerase beta thumb;Fingers domain of DNA polymerase lambda;Helix-hairpin-helix domain;Xylose isomerase-like TIM barrel]	20	67
OG23932	Peptidase S26B [PFAM:Signal peptidase, peptidase S26]	5	7
OG23944	consensus disorder prediction	7	7
OG24004	Thioredoxin-like superfamily	6	7
OG24119	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like [PFAM:Beta-lactamase superfamily domain]	1	2
OG24120	consensus disorder prediction	2	2
OG24121	MORN repeat [PFAM:F-box-like;MORN repeat]	1	2
OG24149	Dihydrofolate reductase-like domain superfamily [PFAM:Dihydrofolate reductase]	2	6
OG24167	DNA-directed DNA polymerase, family B [PFAM:DNA polymerase family B;DNA polymerase family B, exonuclease domain]	8	8
OG24169	consensus disorder prediction	4	4
OG2428	Domain of unknown function DUF5872 [PFAM:Family of unknown function (DUF5872)]	50	58
OG24322	Ankyrin repeat-containing domain superfamily	1	2
OG24341	ERV/ALR sulfhydryl oxidase domain superfamily	5	8
OG2435	Peptidase C1A, papain C-terminal [PFAM:Papain family cysteine protease]	15	15
OG24374	consensus disorder prediction	1	1
OG24447	SKP1/BTB/POZ domain superfamily [PFAM:BTB/POZ domain]	6	6
OG24467	consensus disorder prediction	3	3
OG245	von Willebrand factor A-like domain superfamily	3	7
OG24673	consensus disorder prediction	1	1
OG24674	consensus disorder prediction	3	3
OG24716	consensus disorder prediction	4	4
OG24766	consensus disorder prediction	3	4
OG24805	TM_EGFR-like	1	1
OG24881	consensus disorder prediction	5	5
OG24907	Ankyrin repeat-containing domain superfamily [PFAM:F-box-like]	3	4
OG2494	OST-HTH/LOTUS domain [PFAM:NYN domain;OST-HTH/LOTUS domain]	23	51
OG24956	consensus disorder prediction	5	6
OG25064	Ankyrin repeat-containing domain superfamily	6	8
OG25065	SKP1/BTB/POZ domain superfamily	3	5
OG251	Cryptochrome/DNA photolyase, FAD-binding domain [PFAM:Deoxyribodipyrimidine photo-lyase-related protein;FAD binding domain of DNA photolyase]	1	5
OG2512	YspA, cpYpsA-related SLOG family [PFAM:YspA, cpYpsA-related SLOG family]	22	26
OG25128	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	11	11
OG25136	consensus disorder prediction	6	6
OG25187	Intein [PFAM:DNA polymerase family B]	2	5
OG25203	SKP1/BTB/POZ domain superfamily	4	7
OG25237	consensus disorder prediction	8	8
OG2527	consensus disorder prediction	6	9
OG254	consensus disorder prediction	2	2
OG25739	Thioredoxin domain [PFAM:Thioredoxin]	10	15
OG25763	F-box domain	1	1
OG25799	consensus disorder prediction	3	3
OG25800	F-box domain [PFAM:F-box-like]	2	7
OG25801	consensus disorder prediction	4	4
OG25811	consensus disorder prediction	2	2
OG25812	Kazal domain	3	3
OG25813	F-box-like domain superfamily	2	3
OG25816	P-loop containing nucleoside triphosphate hydrolase [PFAM:Type III restriction enzyme, res subunit]	7	7
OG25851	DNA clamp superfamily	1	1
OG25852	P-loop containing nucleoside triphosphate hydrolase	1	1
OG25853	P-loop containing nucleoside triphosphate hydrolase [PFAM:Type III restriction enzyme, res subunit]	3	4
OG25888	consensus disorder prediction	3	3
OG25889	Ankyrin repeat-containing domain superfamily	1	2
OG25891	Ankyrin repeat-containing domain superfamily	3	4
OG25920	consensus disorder prediction	6	6
OG25921	Ankyrin repeat-containing domain superfamily	3	4
OG25922	consensus disorder prediction	4	4
OG25923	Protein of unknown function DUF5849 [PFAM:Family of unknown function (DUF5849)]	1	1
OG2593	Nucleotide-diphospho-sugar transferases [PFAM:Glycosyl transferase family 2;Glycosyltransferase family 25 (LPS biosynthesis protein)]	17	39
OG25940	Domain of unknown function DUF5848 [PFAM:Family of unknown function (DUF5848);Family of unknown function (DUF5897)]	5	5
OG25941	consensus disorder prediction	3	4
OG25943	consensus disorder prediction	4	4
OG25962	consensus disorder prediction	4	5
OG25963	consensus disorder prediction	5	5
OG25964	Zinc finger, TFIIS-type [PFAM:Transcription factor S-II (TFIIS)]	3	3
OG25966	Protein FRG1 [PFAM:FRG1-like domain;Glycine-rich domain]	1	1
OG25980	consensus disorder prediction	5	5
OG25981	consensus disorder prediction	6	6
OG25999	F-box-like domain superfamily	2	3
OG26000	consensus disorder prediction	3	3
OG26001	consensus disorder prediction	5	5
OG26002	BTB/POZ domain	3	4
OG26003	Sterile alpha motif/pointed domain superfamily	2	4
OG26004	Domain of unknown function DUF5848 [PFAM:Family of unknown function (DUF5848)]	4	4
OG26020	Glycine-rich domain [PFAM:FRG1-like domain;Glycine-rich domain]	1	2
OG26021	consensus disorder prediction	4	4
OG26022	Zinc finger, TFIIB-type	4	6
OG26025	Glycoside hydrolase family 1 [PFAM:Glycosyl hydrolase family 1]	6	6
OG26026	consensus disorder prediction	3	4
OG26027	consensus disorder prediction	1	1
OG26031	consensus disorder prediction	2	2
OG26065	Coil	2	3
OG26093	Autophagy-related protein 9 [PFAM:Autophagy protein ATG9]	7	7
OG26094	RPB5-like RNA polymerase subunit superfamily [PFAM:RNA polymerase Rpb5, C-terminal domain]	7	8
OG26095	consensus disorder prediction	8	8
OG26096	Xrn1, N-terminal [PFAM:XRN 5'-3' exonuclease N-terminus;Xrn1 helical domain]	6	8
OG26097	Protein of unknown function DUF5757 [PFAM:Family of unknown function (DUF5757)]	5	6
OG26098	P-loop containing nucleoside triphosphate hydrolase [PFAM:AAA domain]	6	8
OG26160	consensus disorder prediction	3	3
OG2620	consensus disorder prediction	2	3
OG26286	Translation Initiation factor eIF- 4e [PFAM:Eukaryotic initiation factor 4E]	2	2
OG26450	Thioredoxin-like superfamily	3	8
OG265	Protein of unknown function DUF4231 [PFAM:Protein of unknown function (DUF4231)]	13	13
OG26546	consensus disorder prediction	4	4
OG26551	consensus disorder prediction	3	3
OG26557	Ankyrin repeat-containing domain superfamily	6	6
OG26558	Cyclic nucleotide-binding domain	3	4
OG26607	Ribonuclease H superfamily	4	8
OG26628	RNA polymerase Rpb2, domain 7 [PFAM:RNA polymerase Rpb2, domain 7]	3	8
OG2663	S-adenosyl-L-methionine-dependent methyltransferase superfamily [PFAM:Methyltransferase domain]	18	22
OG26689	Restriction/modification DNA-methyltransferase [PFAM:DNA methylase]	16	110
OG26732	consensus disorder prediction	6	6
OG26878	consensus disorder prediction	5	5
OG26938	Ankyrin repeat-containing domain superfamily [PFAM:F-box-like]	2	5
OG2696	ABC transporter type 1, transmembrane domain superfamily	1	2
OG26973	consensus disorder prediction	6	7
OG27069	consensus disorder prediction	1	1
OG2708	AP endonuclease 2 [PFAM:Xylose isomerase-like TIM barrel]	18	18
OG2710	consensus disorder prediction	22	50
OG27129	Aspartic peptidase domain superfamily	7	7
OG27135	consensus disorder prediction	8	8
OG2717	Coil	33	50
OG27242	consensus disorder prediction	2	2
OG27243	Ankyrin repeat-containing domain superfamily	4	4
OG27248	consensus disorder prediction	4	7
OG2725	consensus disorder prediction	1	1
OG27340	consensus disorder prediction	3	3
OG2749	P-loop containing nucleoside triphosphate hydrolase [PFAM:Type III restriction enzyme, res subunit]	66	72
OG275	Metallo-dependent phosphatase-like [PFAM:Calcineurin-like phosphoesterase]	5	5
OG2758	S-adenosyl-L-methionine-dependent methyltransferase superfamily [PFAM:Methyltransferase domain]	53	54
OG276	Protein kinase domain	43	121
OG27650	Domain of unknown function DUF5678 [PFAM:Family of unknown function (DUF5678)]	2	2
OG27717	Zinc finger, CCCH-type	4	8
OG27757	consensus disorder prediction	3	4
OG27953	ERV/ALR sulfhydryl oxidase domain [PFAM:Erv1 / Alr family]	3	6
OG27975	consensus disorder prediction	1	1
OG28056	FMN-binding split barrel	4	5
OG281	von Willebrand factor, type A [PFAM:Hint-domain;U-box domain;VWA / Hh  protein intein-like;von Willebrand factor type A domain]	12	16
OG282	Nucleotide-diphospho-sugar transferases	4	7
OG2843	consensus disorder prediction	6	6
OG2847	RPB5-like RNA polymerase subunit superfamily [PFAM:RNA polymerase Rpb5, C-terminal domain]	29	35
OG28680	consensus disorder prediction	2	2
OG28681	consensus disorder prediction	2	2
OG287	Protein of unknown function DUF5754 [PFAM:Family of unknown function (DUF5754)]	305	317
OG28762	Cytidine deaminase-like	2	5
OG28764	consensus disorder prediction	1	1
OG28765	Zinc finger, TFIIS-type [PFAM:Transcription factor S-II (TFIIS)]	7	7
OG28766	consensus disorder prediction	1	1
OG28767	Endonuclease/exonuclease/phosphatase superfamily [PFAM:Endonuclease/Exonuclease/phosphatase family]	6	7
OG288	HD domain [PFAM:HD domain]	3	4
OG28815	Ankyrin repeat-containing domain superfamily	3	3
OG28816	consensus disorder prediction	4	4
OG28817	Ankyrin repeat-containing domain superfamily	4	4
OG28818	BTB_POZ_ZBTB_KLHL-like	1	2
OG28819	consensus disorder prediction	2	2
OG28820	Hepatocyte Growth Factor	4	4
OG28821	SKP1/BTB/POZ domain superfamily [PFAM:BTB/POZ domain]	3	3
OG2888	consensus disorder prediction	4	7
OG28887	SKP1/BTB/POZ domain superfamily [PFAM:BTB/POZ domain;ICP0-binding domain of Ubiquitin-specific protease 7]	2	2
OG28888	F-box-like domain superfamily	4	5
OG28889	MORN repeat [PFAM:F-box-like;MORN repeat]	2	7
OG28890	consensus disorder prediction	1	1
OG28891	consensus disorder prediction	3	4
OG28892	consensus disorder prediction	4	4
OG28916	Glycine-rich domain [PFAM:Glycine-rich domain]	1	1
OG28919	consensus disorder prediction	1	1
OG28921	F-box domain [PFAM:F-box-like]	2	4
OG29033	consensus disorder prediction	3	4
OG29034	S-adenosyl-L-methionine-dependent methyltransferase superfamily [PFAM:Methyltransferase domain]	5	7
OG29035	consensus disorder prediction	7	7
OG29036	consensus disorder prediction	4	5
OG29037	P-loop containing nucleoside triphosphate hydrolase [PFAM:Deoxynucleoside kinase]	4	4
OG29040	Glycogen Phosphorylase B;	2	3
OG291	P-loop containing nucleoside triphosphate hydrolase	3	6
OG29112	Actin-crosslinking [PFAM:FRG1-like domain;Glycine-rich domain]	1	2
OG29113	consensus disorder prediction	7	7
OG29114	Domain of unknown function DUF5848 [PFAM:Family of unknown function (DUF5848)]	4	4
OG29115	consensus disorder prediction	3	3
OG29116	consensus disorder prediction	4	4
OG29117	consensus disorder prediction	3	3
OG29118	consensus disorder prediction	3	3
OG29120	consensus disorder prediction	3	3
OG29181	consensus disorder prediction	5	5
OG29183	consensus disorder prediction	1	1
OG2919	Group II dsDNA virus coat/capsid protein	24	62
OG29197	consensus disorder prediction	2	2
OG29198	consensus disorder prediction	4	4
OG29202	P-loop containing nucleoside triphosphate hydrolase	3	3
OG2922	Coil	10	17
OG29238	Coil	1	2
OG29239	HNH nuclease	2	3
OG2924	consensus disorder prediction	15	15
OG29261	Protein of unknown function DUF5774 [PFAM:Family of unknown function (DUF5774)]	5	5
OG29262	5'-Nucleotidase/apyrase [PFAM:5'-nucleotidase, C-terminal domain;Calcineurin-like phosphoesterase]	2	2
OG29290	Ribonuclease III domain [PFAM:Ribonuclease III domain]	3	6
OG2934	Coil	2	5
OG29368	Ankyrin repeat-containing domain superfamily	2	4
OG29369	consensus disorder prediction	3	4
OG29380	consensus disorder prediction	5	5
OG29397	F-box domain [PFAM:F-box-like]	4	4
OG295	TBP domain superfamily [PFAM:Transcription factor TFIID (or TATA-binding protein, TBP)]	57	90
OG2956	Protein kinase domain [PFAM:Protein kinase domain]	5	6
OG29574	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	2	2
OG29575	Dual specificity protein phosphatase domain [PFAM:Dual specificity phosphatase, catalytic domain]	1	2
OG29577	Coil	1	3
OG29597	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain]	1	1
OG29659	YjgF/YER057c/UK114 family [PFAM:Endoribonuclease L-PSP]	2	3
OG29661	Ankyrin repeat-containing domain superfamily	3	5
OG29662	SKP1/BTB/POZ domain superfamily [PFAM:BTB/POZ domain]	6	7
OG29736	Actin-crosslinking [PFAM:Glycine-rich domain]	2	3
OG29758	Protein kinase domain [PFAM:Protein kinase domain]	5	5
OG29767	consensus disorder prediction	8	8
OG29873	MORN repeat [PFAM:MORN repeat]	9	18
OG29911	Papain-like cysteine peptidase superfamily	4	4
OG3	Transcription factor TFIIB [PFAM:TFIIB zinc-binding;Transcription factor TFIIB repeat]	13	18
OG30139	consensus disorder prediction	6	7
OG30140	Ankyrin repeat-containing domain superfamily	5	6
OG3019	Nucleotide-diphospho-sugar transferases [PFAM:Cryptococcal mannosyltransferase 1]	2	4
OG3020	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase [PFAM:Calcineurin-like phosphoesterase]	433	2258
OG30209	consensus disorder prediction	5	5
OG30225	Dihydrofolate reductase-like domain superfamily [PFAM:Dihydrofolate reductase]	2	3
OG303	Thioredoxin-like superfamily	4	9
OG3047	Coil	12	20
OG30538	consensus disorder prediction	1	1
OG30539	consensus disorder prediction	2	3
OG3058	DHH phosphoesterase superfamily	23	36
OG3060	Coil	3	4
OG3066	Coil	33	35
OG30833	Ankyrin repeat [PFAM:Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	37	97
OG3084	RPB6/omega subunit-like superfamily	18	19
OG3087	consensus disorder prediction	17	30
OG3088	consensus disorder prediction	20	29
OG3091	Armadillo-type fold	29	59
OG30922	consensus disorder prediction	7	7
OG310	consensus disorder prediction	33	39
OG3103	Coil	3	3
OG31090	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1
OG31136	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal [PFAM:Replication factor C C-terminal domain]	4	7
OG312	Protein of unknown function DUF5831 [PFAM:Family of unknown function (DUF5831)]	46	49
OG3130	consensus disorder prediction	2	3
OG31342	EGF-like domain	4	8
OG31355	Coil	1	2
OG314	Helicase, C-terminal [PFAM:DEAD/DEAH box helicase;Helicase conserved C-terminal domain]	3	5
OG3143	RNA polymerase Rpb7-like, N-terminal domain superfamily	21	22
OG31545	consensus disorder prediction	1	1
OG31590	Ankyrin repeat [PFAM:Ankyrin repeat;Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	232	788
OG3173	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain]	41	51
OG31759	Ankyrin repeat-containing domain superfamily [PFAM:Ankyrin repeats (many copies)]	7	33
OG3225	consensus disorder prediction	35	52
OG32259	Protein kinase domain [PFAM:Protein kinase domain]	7	7
OG3226	Coil	15	35
OG32289	consensus disorder prediction	4	4
OG3232	consensus disorder prediction	4	5
OG32478	consensus disorder prediction	5	5
OG32479	consensus disorder prediction	3	3
OG32489	consensus disorder prediction	2	2
OG3249	P-loop containing nucleoside triphosphate hydrolase	25	58
OG32490	YjgF/YER057c/UK114 family [PFAM:Endoribonuclease L-PSP]	1	1
OG32493	ANKYRIN REPEAT-CONTAINING PROTEIN	1	1
OG32495	consensus disorder prediction	4	4
OG325	LysM domain [PFAM:LysM domain]	13	31
OG3254	S-adenosyl-L-methionine-dependent methyltransferase superfamily [PFAM:mRNA (guanine-N(7))-methyltransferase domain]	15	30
OG32596	ERCC4 domain [PFAM:ERCC4 domain]	4	4
OG32602	RPB5-like RNA polymerase subunit superfamily [PFAM:RNA polymerase Rpb5, C-terminal domain]	2	3
OG3263	P-loop containing nucleoside triphosphate hydrolase	2	4
OG3267	HSP20-like chaperone [PFAM:CS domain]	58	165
OG32731	DNA-directed RNA polymerase subunit RPABC5/Rpb10 [PFAM:RNA polymerases N / 8 kDa subunit]	4	6
OG32734	Chaperone J-domain superfamily	2	5
OG32735	Ribonuclease H domain [PFAM:RNase H]	4	5
OG32736	Domain of unknown function DUF4326 [PFAM:Domain of unknown function (DUF4326)]	1	1
OG328	Protein of unknown function DUF2784 [PFAM:Protein of Unknown function (DUF2784)]	13	16
OG3282	Cyclin-like superfamily	9	27
OG32860	consensus disorder prediction	1	1
OG32862	Ankyrin repeat-containing domain superfamily	3	3
OG32863	consensus disorder prediction	3	3
OG32864	consensus disorder prediction	2	3
OG32865	Ankyrin repeat-containing domain superfamily	2	3
OG32866	consensus disorder prediction	1	1
OG32867	MORN repeat [PFAM:F-box-like;MORN repeat]	2	3
OG32869	BTB/POZ domain	3	3
OG32870	F-box domain [PFAM:F-box-like]	2	3
OG32871	P-loop containing nucleoside triphosphate hydrolase [PFAM:ATPase family associated with various cellular activities (AAA)]	1	1
OG32872	consensus disorder prediction	4	4
OG32873	consensus disorder prediction	1	1
OG32874	Ankyrin repeat [PFAM:Ankyrin repeat;Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	1	2
OG32875	Domain of unknown function DUF5860 [PFAM:Family of unknown function (DUF5860)]	4	4
OG32876	Domain of unknown function DUF5860 [PFAM:Family of unknown function (DUF5860)]	4	4
OG32877	Ankyrin repeat-containing domain superfamily	3	4
OG32878	F-box-like domain superfamily	2	2
OG32879	SKP1/BTB/POZ domain superfamily [PFAM:BTB/POZ domain]	2	2
OG32880	consensus disorder prediction	4	4
OG32881	consensus disorder prediction	2	2
OG32882	consensus disorder prediction	6	6
OG32883	Domain of unknown function DUF5860 [PFAM:Family of unknown function (DUF5860)]	4	4
OG32884	consensus disorder prediction	4	4
OG32885	consensus disorder prediction	2	2
OG32886	consensus disorder prediction	3	3
OG32888	consensus disorder prediction	1	1
OG32889	SKP1/BTB/POZ domain superfamily	3	3
OG3289	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain]	22	70
OG32890	Domain of unknown function DUF5878 [PFAM:Family of unknown function (DUF5878)]	2	2
OG32891	consensus disorder prediction	4	4
OG32892	consensus disorder prediction	1	1
OG32893	consensus disorder prediction	1	1
OG32894	consensus disorder prediction	4	4
OG32895	HAD superfamily [PFAM:HAD superfamily, subfamily IIIB (Acid phosphatase)]	2	4
OG32896	ANKYRIN REPEAT-CONTAINING PROTEIN	2	3
OG32897	consensus disorder prediction	1	1
OG32898	MORN repeat [PFAM:F-box-like;MORN repeat]	4	11
OG32899	Protein of unknown function DUF5766 [PFAM:Family of unknown function (DUF5766)]	3	3
OG32901	consensus disorder prediction	1	1
OG32902	F-box domain [PFAM:F-box-like]	3	4
OG32904	consensus disorder prediction	1	1
OG32906	consensus disorder prediction	5	5
OG32907	consensus disorder prediction	3	3
OG3300	Phosphatidic acid phosphatase type 2/haloperoxidase [PFAM:PAP2 superfamily]	7	19
OG33028	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	3	3
OG33066	Coil	1	2
OG33076	Protein kinase-like domain superfamily	3	3
OG33077	consensus disorder prediction	2	2
OG33126	consensus disorder prediction	1	1
OG33139	Ankyrin repeat [PFAM:Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	1	4
OG33140	Domain of unknown function DUF5848 [PFAM:Family of unknown function (DUF5848)]	2	3
OG3328	Coil	5	13
OG3331	consensus disorder prediction	24	34
OG33483	Coil	2	2
OG33484	consensus disorder prediction	5	5
OG33485	Coil	1	1
OG3349	SprT-like [PFAM:SprT-like family]	3	5
OG3354	Concanavalin A-like lectin/glucanase domain superfamily	21	32
OG33640	consensus disorder prediction	1	1
OG33641	Ankyrin repeat [PFAM:Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	1	7
OG33642	F-box-like domain superfamily	1	2
OG33643	consensus disorder prediction	2	3
OG33713	S-adenosyl-L-methionine-dependent methyltransferase superfamily [PFAM:FtsJ-like methyltransferase]	3	6
OG3373	consensus disorder prediction	2	2
OG3379	consensus disorder prediction	2	5
OG338	PPM-type phosphatase-like domain [PFAM:Protein phosphatase 2C]	531	888
OG33817	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;SNF2-related domain]	2	5
OG3384	Cullin protein, neddylation domain [PFAM:Cullin family;Cullin protein neddylation domain]	3	5
OG33851	consensus disorder prediction	4	4
OG33852	Actin-crosslinking [PFAM:Glycine-rich domain]	2	3
OG33853	MORN repeat [PFAM:F-box-like;MORN repeat]	4	12
OG33854	Ankyrin repeat-containing domain superfamily [PFAM:F-box-like]	1	2
OG33895	Leucine-rich repeat, typical subtype [PFAM:Leucine Rich Repeat;Leucine rich repeat]	16	117
OG33896	consensus disorder prediction	2	3
OG3392	Chromosomal protein MC1 superfamily	35	39
OG3399	consensus disorder prediction	12	14
OG33996	Domain of unknown function DUF5902 [PFAM:Family of unknown function (DUF5902)]	2	2
OG33997	Ubiquitin-like domain [PFAM:Ubiquitin family]	3	4
OG33998	Kae1/TsaD family [PFAM:Telomere recombination;ThiF family;Threonylcarbamoyl-AMP synthase, C-terminal domain;tRNA N6-adenosine threonylcarbamoyltransferase]	1	1
OG33999	consensus disorder prediction	3	3
OG340	Papain-like cysteine peptidase superfamily	5	6
OG3400	Coil	1	2
OG34000	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	2
OG34038	S-adenosyl-L-methionine-dependent methyltransferase superfamily	2	2
OG34209	F-box domain	1	3
OG34210	consensus disorder prediction	2	3
OG34211	consensus disorder prediction	5	5
OG34261	ATP synthase subunit alpha, N-terminal domain-like superfamily	2	2
OG3430	consensus disorder prediction	9	16
OG345	Glycosyl transferase, family 1 [PFAM:Glycosyl transferases group 1]	62	84
OG34598	Coil	1	2
OG347	NTP pyrophosphohydrolase MazG-like domain [PFAM:MazG nucleotide pyrophosphohydrolase domain]	20	47
OG3477	P-loop containing nucleoside triphosphate hydrolase [PFAM:AAA+ lid domain;ATPase family associated with various cellular activities (AAA);Cell division protein 48 (CDC48), N-terminal domain;Cell division protein 48 (CDC48), domain 2]	198	1005
OG348	Peptidase C19, ubiquitin carboxyl-terminal hydrolase [PFAM:Ubiquitin carboxyl-terminal hydrolase]	42	106
OG3482	consensus disorder prediction	1	1
OG3490	ERV/ALR sulfhydryl oxidase domain superfamily [PFAM:Erv1 / Alr family]	18	35
OG3491	consensus disorder prediction	1	1
OG350	DNA polymerase family X [PFAM:DNA polymerase beta palm;DNA polymerase beta thumb;Fingers domain of DNA polymerase lambda;Helix-hairpin-helix domain]	80	260
OG35016	S-adenosyl-L-methionine-dependent methyltransferase superfamily	1	2
OG35017	consensus disorder prediction	1	1
OG35018	Zinc finger C2H2-type [PFAM:Zinc finger, C2H2 type;Zinc-finger of C2H2 type]	1	1
OG35019	consensus disorder prediction	1	1
OG35020	Pentapeptide repeat-like	1	1
OG35021	S-adenosyl-L-methionine-dependent methyltransferase superfamily	3	4
OG35022	Acyl-CoA N-acyltransferase [PFAM:Tubulin-tyrosine ligase family]	1	3
OG35023	consensus disorder prediction	1	1
OG3521	Bifunctional purine biosynthesis protein PurH-like [PFAM:AICARFT/IMPCHase bienzyme]	3	3
OG35218	F-box domain [PFAM:F-box-like;Family of unknown function (DUF5900)]	4	5
OG35219	consensus disorder prediction	2	2
OG354	Protein of unknown function DUF5763 [PFAM:Family of unknown function (DUF5763)]	121	130
OG35464	F-box domain [PFAM:F-box-like]	1	2
OG35465	MORN repeat [PFAM:MORN repeat]	10	26
OG35466	Ankyrin repeat [PFAM:Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	1	3
OG35467	consensus disorder prediction	4	4
OG35504	Holliday junction resolvase, A22 [PFAM:Poxvirus A22 protein]	3	5
OG3554	Link domain [PFAM:Extracellular link domain]	39	40
OG35568	Competence-induced protein CoiA-like [PFAM:Competence protein CoiA-like family]	2	2
OG3577	consensus disorder prediction	23	25
OG35812	MORN repeat [PFAM:MORN repeat]	11	27
OG35813	Ankyrin repeat [PFAM:Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	29	73
OG35814	consensus disorder prediction	4	4
OG3588	consensus disorder prediction	2	4
OG3591	consensus disorder prediction	9	12
OG3596	Glycosyl transferase, family 1 [PFAM:Glycosyl transferases group 1]	42	58
OG35999	consensus disorder prediction	3	3
OG3600	Coil	1	2
OG3604	P-loop containing nucleoside triphosphate hydrolase [PFAM:ATPase family associated with various cellular activities (AAA)]	29	30
OG3609	Zinc beta-ribbon	6	15
OG3613	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;SNF2-related domain]	15	42
OG36149	Ankyrin repeat-containing domain superfamily	2	3
OG3615	consensus disorder prediction	20	24
OG36150	consensus disorder prediction	2	2
OG36489	consensus disorder prediction	5	5
OG3649	consensus disorder prediction	48	52
OG36492	consensus disorder prediction	1	1
OG36493	Eggshell protein signature	1	3
OG365	Protein of unknown function DUF5871 [PFAM:Family of unknown function (DUF5871)]	100	100
OG366	Uracil-DNA glycosylase family 1 [PFAM:Uracil DNA glycosylase superfamily]	7	10
OG36676	Transmembrane protein TauE-like [PFAM:Sulfite exporter TauE/SafE]	3	3
OG36686	RNA polymerase subunit RPB10	3	3
OG36716	Coil	1	2
OG3693	Zinc beta-ribbon	14	21
OG3700	Zinc finger, TFIIS-type [PFAM:Transcription factor S-II (TFIIS)]	11	13
OG372	P-loop containing nucleoside triphosphate hydrolase	69	114
OG3725	P-loop containing nucleoside triphosphate hydrolase [PFAM:Thymidylate kinase]	114	334
OG375	VSR Endonuclease	15	17
OG376	S-adenosyl-L-methionine-dependent methyltransferase superfamily [PFAM:mRNA (guanine-N(7))-methyltransferase domain]	63	91
